index	sentence_bleu	source_am	reference_en	hypothesis_en
5	13.46	ከዚህ ቀደም፣ የሪንግ ዋና ስራ አስኪያጅ፣ ጄሚ ሲሚኖፍ፣ ኩባንያው የጀመው የበር ደውሉ መኪና ማቆሚያው ውስጥ በሚገኘው ሱቅ ውስጥ አልሰማ ሲለው እንደሆነ ተናግሯል።	Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.	Prior to this, Ring's CEO, Jamie Siminof, said that the company's launch of the Brookie car had not been heard in the store in the park.
68	13.52	የአሜሪካ ፕሬዚዳንት ጆርጅ ቡሽ ህዳር 16 ቀን ጠዋት ላይ ሲንጋፖር ደርሰዋል፣ ከዚያም ሳምንታዊ ጉብኝት በእስያ አደረጉ።	U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.	US President George Bush arrived in Singapore on 16 November and then made a weekly visit in Asia.
702	13.54	በሰሜን በኩል ክልሉ በሳህል እና በደቡብ እና ምእራብ በአትላንቲክ ውቅያኖስ ይዋሰናል።	In the north the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean.	On the north side, the region is divided into the Atlantic Ocean in Saul and Southwest.
959	13.55	የፓሪስ ሰዎች ራስ ወዳድ፣ ትእቢተኛ እና እብሪተኛ ነበሩ።	Parisians have a reputation for being egocentric, rude and arrogant.	The people of Paris were selfless, haughty, and arrogant.
313	13.56	መጸዳጃ ቤት መሄድ ስለፈለገች ፎቶ አንሺዎቹ ያረጀችዋን ሴትዮ ቦታ ወሰዱ። ሜንዶዛ በሽጉጥ ተገደለች።	The photographers later took the place of an aged lady as she needed the lavatory. Mendoza was gunned down.	because she wanted to go to the toilet, the photographers took the place of the old woman johammed.
553	13.57	ተባባሪ ሀገራት ቢወድቁም ኖሮ፣ ጀርመን የተቀረውን የአውሮፓ ክፍል በሙሉ እንደያዘችው ምናልባትም ብሪቴይንን መያዝ ትችል ነበር።	Had the Allies failed, Germany probably would have been able to conquer Britain as it had the rest of Europe.	If the collaborative countries were destroyed, Germany could have captured all of the rest of Europe, perhaps even the British.
602	13.58	ሚውቴሽን በሚውቴሽን ኣይነት ፣ በተጎዳው የጄኔቲክ ንጥረ ነገር ቁራጭ አስፈላጊነት እና የተጎዱት ህዋሳት የዘር-መስመር ህዋሳት ላይ በመመርኮዝ የተለያዩ ልዩ ልዩ ተጽእኖዎች ሊኖሩት ይችላል።	Mutations can have a variety of different effects depending on the type of mutation, the significance of the piece of genetic material affected and whether the cells affected are germ-line cells.	In the type of parasite, the need for a sophisticated genetic substance to the affected genetic substance and the different distinctive effects may have different special effects depending on the genetic cells.
915	13.60	በብዙ ሁኔታዎች ለአንድ ክፍት-አመት ትምህርት በውጭ ሃገር መመዝገብ በተግባር በትውልድ ሃገርዎ ወደ ከፍተኛ ትምህርት የመግባት እድልዎትን ሊያሻሽል ይችላል።	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	In many cases, it is possible to enroll abroad for an open year education to help you get to a higher education in your country.
261	13.71	ሆኖም በመካከለኛው የአሜሪካ ሀገራት የእቃዎቻችን ሰማኒያ ፐርሰንት በታሪፎች ምክንያት ታክስ ይቆረጥበታል። እኛ እንሸፍንልዎታለን።	Yet eighty percent of our goods were taxed through tariffs in Central American countries. we treat you.	However, because of the stories of our opponents in Central American countries, Tax is cut down. We will cover you.
497	13.72	የራስን ኑሮ ለመምራት የሚደረግ እርሻ ቀላል ፣ ብዙውን ጊዜ ኦርጋኒክ ፣ ለስነ-ምህዳሩ ተወላጅ የሆነውን የተቀመጠ ዘርን በመጠቀም ምርትን ከፍ ለማድረግ ከሰብል ማሽከርከር ወይም ከሌሎች በአንጻራዊነት ቀላል ቴክኒኮች ጋር በማቀላቀል የሚደረግ ቀላል ስርኣት ነው።	Subsistence agriculture is a simple, often organic, system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield.	A farming to lead a self-life is a simple system that is often used to increase production by using organic, subnational seeds, or by joining other relatively simple techniques.
726	13.73	አንድ ሰው በደቡብ አፍሪካ ውስጥ ላሉት ፓርኮችም ሆነ ለሁሉም የደቡብ አፍሪካ ብሄራዊ ፓርኮች መግቢያ ምርጫ የሚሰጥ የዱር ካርድ መግዛት ጠቃሚ ሊሆን ይችላል።	It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.	It may be useful to buy a wild card that provides a choice for both the parks in South Africa and for all South African national parks.
407	13.75	የሚተዳደረው በ “ቪቺ” ፈረንሳዮች ነበር። እነዚህ በ 1940 ከጀርመኖች ጋር ሰላም የፈጠሩ እና እነሱን ከመዋጋት ይልቅ ከወራሪዎች ጋር አብረው የሰሩ የፈረንሳይ ሰዎች ነበሩ።	It was ruled by the \"Vichy\" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.	It was run by the Neither of the French people who made peace with the German and fight against them in 1940.
578	13.75	የሁለትዮሽ ቁጥር አንድ ወይም ሁለት ቦታዎች ብቻ ነው ያሉት፤ ማለትም 0 ወይ 1 እናም እነዚህ ቁጥሮች የሁለትዮሽ ቁጥሮች በመባል ይታወቃሉ - ወይም ቢትስ፤ የኮምፒውተር ቋንቋን ለመጠቀም።	A binary number can have only one of two values, i.e. 0 or 1, and these numbers are referred to as binary digits - or bits, to use computer jargon.	The number one or two spaces is only one or two; that is, 0 or 1 and these numbers are known as bilateral numbers; to use computer language.
891	13.77	ካሉበት እንደወጡ ወዲያውኑ ወደኋላ መዋኘት ከተለመደው የበለጠ ከባድ አይደለም።	As soon as you get out of the current, swimming back is no more difficult than normally.	As soon as they left, it is not more difficult than usual.
322	13.82	ከ2010 ፌደራላዊ ምርጫ በፊት ከመረጡት 1፣400 ሰዎች ውስጥ፣ የአውስትራሊያን ሪፐብሊክ መሆን የሚቃወሙት ከ2008 አንስቶ በ8 በመቶ አደጉ።	Out of 1,400 people polled prior to the 2010 federal election, those who oppose Australia becoming a republic grew by 8 per cent since 2008.	In 2008, 1,400 people voted to be an Australian republic grew by 8% since 2008.
615	13.85	እንደ እድል ሆኖ ፣ አሽከርካሪዎች በተመጣጣኝ ወጥነት ባለው ክልል ውስጥ ጠባይ ያሳያሉ ስለሆነም የትራፊክ ፍሰቶች የተወሰነ ተመጣጣኝ ወጥነት ይኖራቸዋል እናም በግምት በሂሳብ ሊወከሉ ይችላሉ።	Fortunately, drivers tend to behave within a reasonably consistent range; thus, traffic streams tend to have some reasonable consistency and can be roughly represented mathematically.	Fortunately, drivers showcase in an uniform environment, so traffic flows will have some unreasonable consistency and can be classified by accounting.
829	13.88	በክፍለሀገር መንገዶች ላይ ለማሽከርከር ካለመዱ ያለዎትን ጠንቃቃነት ይጠብቁ ዳገታማ ቦታዎች ፣ ጠባብ መንገዶች እና የሾሉ ኩርባዎች በአብዛኛው አሉ።	If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.	If you're going to drive on the domestic roads, keep your cautionary spaces, narrow roads, and brown warehouses are mostly.
594	13.91	በሁሉም ሳይንስ ጉዳዮች ላይ የአርስቶትል እይታ ተቀባይነት አለው፣ ስነ-አእምሮን ጨምሮ።	Accepted were Aristotle's views on all matters of science, including psychology.	In all respects of science, aristotle's view is accepted, including mind.
457	13.91	የፈረንሳይ አብዮት የሌሎች ብዙ አገራት በጫና ውስጥ ያሉ የሰራተኛው መደብ ሰዎች የራሳቸውን አመጽ እንዲጀምሩ አነሳስቷቸዋል።	The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.	The French Revolution has inspired many other countries to start their own violence.
37	13.92	የብርሃን መጠን እና መሽከርከሩ አንድላይ ከፕላዝማ ፍሰት ጋር የሚገናኘውን የኮከብ ሮስቢ ቁጥርን ለመፈለግ ተጠቅመው ነበር።	The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.	The size and ring of light were used to search for the number of cockyrus that connected to plasma flow.
664	13.93	የምናባዊ ቡድን አባላት ለቅርብ አካላዊ ቡድናቸው እንደ ግንኙነት ነጥብ ያገለግላሉ።	Virtual team members often function as the point of contact for their immediate physical group.	Community groups serve as a point of communication for their close physical group.
880	13.95	ትምህርቱ በመደበኝነት እዚህ የተገለጹትን ጉዳዮች በሙሉ ባብዛኛው ከተግባራዊ ተሞክሮ ጋር በጣም በብዙ ዝርዝር ይሸፍናል።	A course will normally cover all the issues discussed here in far greater detail, usually with practical experience.	The lesson covers much of the issues described here with practical experience.
1	13.98	ዶክተር ኢሁድ ኡር፣ በሃሊፉሽ፣ ኖቫስኮሽያ ውስጥ በሚገኘው በዳልሃውዚ ዩኒቨርሲቲ የህክምና ፕሮፌሰር፣ እና የካናዳዊ የስኳር ህመ ማህበር የክሊኒካዊ እና ሳይንሳዊ ክፍል ሊቀመንበር ጥናቱ ገና በጅማሬ ወቅቱ እንደሆነ አስታውቋል።	Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.	Dr. Ehud Ur, in Halifesh, Nova Scottish University, Professor of Medicine, and chairman of the Canadian Diagnostic Society of Sciences and Scientific Special Sciences.
